Date,Company,Sales,is_holiday,weekday,avg_weekday_sales,avg_month_sales,days_since_salary
2020-01-10,0,69768.4561284464,0,4,75190.7202658745,28347.210966537048,-15.0
2020-01-10,2,294515.06917486724,0,4,577497.5544406803,319374.57754332427,-15.0
2020-01-11,2,240507.2077612133,0,5,490916.7077194942,319374.57754332427,-14.0
2020-01-11,0,89925.37998356593,0,5,72165.58014312199,28347.210966537048,-14.0
2020-01-11,1,112253.31062352564,0,5,89409.63689625952,35334.91801122416,-14.0
2020-01-12,2,157141.67165432737,0,6,358955.493257233,319374.57754332427,-13.0
2020-01-12,0,10673.403691293111,0,6,11794.701712919874,28347.210966537048,-13.0
2020-01-12,1,38618.717180165375,0,6,28799.51846502957,35334.91801122416,-13.0
2020-01-13,1,10726.321185401062,0,0,16154.04908577664,35334.91801122416,-12.0
2020-01-13,2,121588.3649771288,0,0,295082.5451243246,319374.57754332427,-12.0
2020-01-13,0,11056.266049367254,0,0,16850.58637028066,28347.210966537048,-12.0
2020-01-14,2,153245.85968278607,0,1,331418.13100082695,319374.57754332427,-11.0
2020-01-14,1,12675.692493774926,0,1,23589.924067407195,35334.91801122416,-11.0
2020-01-14,0,14771.717660027552,0,1,22820.807365978875,28347.210966537048,-11.0
2020-01-15,0,24849.514866558395,0,2,30405.31034686852,28347.210966537048,-10.0
2020-01-15,1,15681.797114303148,0,2,27052.120254278074,35334.91801122416,-10.0
2020-01-15,2,168912.43265612886,0,2,376549.3133768634,319374.57754332427,-10.0
2020-01-16,2,187801.64244978657,0,3,403162.1918910766,319374.57754332427,-9.0
2020-01-16,1,15342.917641738954,0,3,28148.00134247467,35334.91801122416,-9.0
2020-01-16,0,23359.960390349526,0,3,32497.367594018746,28347.210966537048,-9.0
2020-01-17,2,307976.15243971546,0,4,577497.5544406803,319374.57754332427,-8.0
2020-01-17,1,57683.85668753559,0,4,67208.31615468785,35334.91801122416,-8.0
2020-01-17,0,83859.66277985244,0,4,75190.7202658745,28347.210966537048,-8.0
2020-01-18,1,109955.55753881695,0,5,89409.63689625952,35334.91801122416,-7.0
2020-01-18,2,289781.4475847291,0,5,490916.7077194942,319374.57754332427,-7.0
2020-01-18,0,84547.11956810535,0,5,72165.58014312199,28347.210966537048,-7.0
2020-01-19,0,10383.86180066747,0,6,11794.701712919874,28347.210966537048,-6.0
2020-01-19,1,44539.34246684354,0,6,28799.51846502957,35334.91801122416,-6.0
2020-01-19,2,176439.17792456955,0,6,358955.493257233,319374.57754332427,-6.0
2020-01-20,0,9021.67306059561,0,0,16850.58637028066,28347.210966537048,-5.0
2020-01-20,2,121901.9203061504,0,0,295082.5451243246,319374.57754332427,-5.0
2020-01-20,1,13467.682560953132,0,0,16154.04908577664,35334.91801122416,-5.0
2020-01-21,1,19568.85126062046,0,1,23589.924067407195,35334.91801122416,-4.0
2020-01-21,0,15268.253676499764,0,1,22820.807365978875,28347.210966537048,-4.0
2020-01-21,2,161480.08179275217,0,1,331418.13100082695,319374.57754332427,-4.0
2020-01-22,1,20054.13519238848,0,2,27052.120254278074,35334.91801122416,-3.0
2020-01-22,0,29095.021091237544,0,2,30405.31034686852,28347.210966537048,-3.0
2020-01-22,2,168543.1609465616,0,2,376549.3133768634,319374.57754332427,-3.0
2020-01-23,1,18449.897242645668,0,3,28148.00134247467,35334.91801122416,-2.0
2020-01-23,0,48211.964741080286,0,3,32497.367594018746,28347.210966537048,-2.0
2020-01-23,2,170826.39122822246,0,3,403162.1918910766,319374.57754332427,-2.0
2020-01-24,0,103917.90567765034,0,4,75190.7202658745,28347.210966537048,-1.0
2020-01-24,2,367123.547789985,0,4,577497.5544406803,319374.57754332427,-1.0
2020-01-24,1,94492.27349010143,0,4,67208.31615468785,35334.91801122416,-1.0
2020-01-25,1,156191.8904130263,0,5,89409.63689625952,35334.91801122416,0.0
2020-01-25,0,122028.29366388643,0,5,72165.58014312199,28347.210966537048,0.0
2020-01-25,2,329401.04848306574,0,5,490916.7077194942,319374.57754332427,0.0
2020-01-26,0,19743.776089535622,0,6,11794.701712919874,28347.210966537048,2.0
2020-01-26,2,226371.59849987103,0,6,358955.493257233,319374.57754332427,2.0
2020-01-26,1,54852.54024396687,0,6,28799.51846502957,35334.91801122416,2.0
2020-01-27,1,14021.260918656932,0,0,16154.04908577664,35334.91801122416,3.0
2020-01-27,2,150187.93217201976,0,0,295082.5451243246,319374.57754332427,3.0
2020-01-27,0,13785.80072235552,0,0,16850.58637028066,28347.210966537048,3.0
2020-01-28,1,15424.669151635208,0,1,23589.924067407195,35334.91801122416,4.0
2020-01-28,0,29985.153578036752,0,1,22820.807365978875,28347.210966537048,4.0
2020-01-28,2,160518.60450785104,0,1,331418.13100082695,319374.57754332427,4.0
2020-01-29,0,24927.143846137675,0,2,30405.31034686852,28347.210966537048,5.0
2020-01-29,1,26797.697775512115,0,2,27052.120254278074,35334.91801122416,5.0
2020-01-29,2,181491.4439632646,0,2,376549.3133768634,319374.57754332427,5.0
2020-01-30,2,199389.6007045338,0,3,403162.1918910766,319374.57754332427,6.0
2020-01-30,1,15625.103469401258,0,3,28148.00134247467,35334.91801122416,6.0
2020-01-30,0,26687.84802543868,0,3,32497.367594018746,28347.210966537048,6.0
2020-01-31,1,91028.2868100045,0,4,67208.31615468785,35334.91801122416,7.0
2020-01-31,2,327576.3748731423,0,4,577497.5544406803,319374.57754332427,7.0
2020-01-31,0,94494.8687983176,0,4,75190.7202658745,28347.210966537048,7.0
2020-02-01,0,94774.11318996412,0,5,72165.58014312199,35464.08746534417,8.0
2020-02-01,2,287332.72196519136,0,5,490916.7077194942,360493.8728236248,8.0
2020-02-01,1,145658.68406059453,0,5,89409.63689625952,43008.43900880419,8.0
2020-02-02,2,196433.15114402465,0,6,358955.493257233,360493.8728236248,9.0
2020-02-02,0,10108.97762769016,0,6,11794.701712919874,35464.08746534417,9.0
2020-02-02,1,47429.02745966317,0,6,28799.51846502957,43008.43900880419,9.0
2020-02-03,1,9439.62675333355,0,0,16154.04908577664,43008.43900880419,10.0
2020-02-03,2,137396.2356222883,0,0,295082.5451243246,360493.8728236248,10.0
2020-02-03,0,12282.856907239504,0,0,16850.58637028066,35464.08746534417,10.0
2020-02-04,0,21135.750804929005,0,1,22820.807365978875,35464.08746534417,11.0
2020-02-04,1,20302.57310855171,0,1,23589.924067407195,43008.43900880419,11.0
2020-02-04,2,153496.82993052344,0,1,331418.13100082695,360493.8728236248,11.0
2020-02-05,2,176449.15306047036,0,2,376549.3133768634,360493.8728236248,12.0
2020-02-05,1,17035.93461748671,0,2,27052.120254278074,43008.43900880419,12.0
2020-02-05,0,14122.541160426348,0,2,30405.31034686852,35464.08746534417,12.0
2020-02-06,2,193775.5745034669,0,3,403162.1918910766,360493.8728236248,13.0
2020-02-06,1,23442.88341642001,0,3,28148.00134247467,43008.43900880419,13.0
2020-02-06,0,32643.66283279875,0,3,32497.367594018746,35464.08746534417,13.0
2020-02-07,2,311474.4109286856,0,4,577497.5544406803,360493.8728236248,14.0
2020-02-07,0,78320.38279275753,0,4,75190.7202658745,35464.08746534417,14.0
2020-02-07,1,78161.58180368523,0,4,67208.31615468785,43008.43900880419,14.0
2020-02-08,2,288145.6756827231,0,5,490916.7077194942,360493.8728236248,15.0
2020-02-08,1,108465.00932925256,0,5,89409.63689625952,43008.43900880419,15.0
2020-02-08,0,80046.39733576942,0,5,72165.58014312199,35464.08746534417,15.0
2020-02-09,0,9848.03298637372,0,6,11794.701712919874,35464.08746534417,16.0
2020-02-09,2,176749.04277566416,0,6,358955.493257233,360493.8728236248,16.0
2020-02-09,1,44760.73095014909,0,6,28799.51846502957,43008.43900880419,16.0
2020-02-10,0,7909.317013075551,0,0,16850.58637028066,35464.08746534417,17.0
2020-02-10,2,125201.40832750771,0,0,295082.5451243246,360493.8728236248,17.0
2020-02-10,1,9412.653605597452,0,0,16154.04908577664,43008.43900880419,17.0
2020-02-11,1,14426.699004295677,0,1,23589.924067407195,43008.43900880419,18.0
2020-02-11,2,161255.17081104574,0,1,331418.13100082695,360493.8728236248,18.0
2020-02-11,0,15368.94822188092,0,1,22820.807365978875,35464.08746534417,18.0
2020-02-12,0,38115.71753530624,0,2,30405.31034686852,35464.08746534417,19.0
2020-02-12,1,18999.590194332606,0,2,27052.120254278074,43008.43900880419,19.0
2020-02-12,2,176250.2618593576,0,2,376549.3133768634,360493.8728236248,19.0
2020-02-13,1,21288.01895598213,0,3,28148.00134247467,43008.43900880419,20.0
2020-02-13,2,190135.2773257066,0,3,403162.1918910766,360493.8728236248,20.0
2020-02-13,0,36711.40379911045,0,3,32497.367594018746,35464.08746534417,20.0
2020-02-14,2,352950.19422785897,0,4,577497.5544406803,360493.8728236248,21.0
2020-02-14,0,92321.51052894324,0,4,75190.7202658745,35464.08746534417,21.0
2020-02-14,1,90288.33388023407,0,4,67208.31615468785,43008.43900880419,21.0
2020-02-15,1,95007.3362962592,0,5,89409.63689625952,43008.43900880419,22.0
2020-02-15,2,272998.68344830466,0,5,490916.7077194942,360493.8728236248,22.0
2020-02-15,0,100281.73465634113,0,5,72165.58014312199,35464.08746534417,22.0
2020-02-16,1,42970.94156849663,0,6,28799.51846502957,43008.43900880419,23.0
2020-02-16,2,178309.39934451238,0,6,358955.493257233,360493.8728236248,23.0
2020-02-16,0,8805.67816159906,0,6,11794.701712919874,35464.08746534417,23.0
2020-02-17,0,8091.914200614415,0,0,16850.58637028066,35464.08746534417,24.0
2020-02-17,1,21243.71296922188,0,0,16154.04908577664,43008.43900880419,24.0
2020-02-17,2,128083.31442650636,0,0,295082.5451243246,360493.8728236248,24.0
2020-02-18,0,26141.02068674292,0,1,22820.807365978875,35464.08746534417,25.0
2020-02-18,1,33379.37921286776,0,1,23589.924067407195,43008.43900880419,25.0
2020-02-18,2,152358.44674172098,0,1,331418.13100082695,360493.8728236248,25.0
2020-02-19,2,173602.47048831897,0,2,376549.3133768634,360493.8728236248,26.0
2020-02-19,0,27865.86238125312,0,2,30405.31034686852,35464.08746534417,26.0
2020-02-19,1,38333.870527793166,0,2,27052.120254278074,43008.43900880419,26.0
2020-02-20,2,188590.0420354646,0,3,403162.1918910766,360493.8728236248,27.0
2020-02-20,0,26586.04517355784,0,3,32497.367594018746,35464.08746534417,27.0
2020-02-20,1,39467.68941570383,0,3,28148.00134247467,43008.43900880419,27.0
2020-02-21,1,74716.71968665389,0,4,67208.31615468785,43008.43900880419,28.0
2020-02-21,0,88859.54894206814,0,4,75190.7202658745,35464.08746534417,28.0
2020-02-21,2,316263.42227586155,0,4,577497.5544406803,360493.8728236248,28.0
2020-02-22,0,87049.54635571153,0,5,72165.58014312199,35464.08746534417,29.0
2020-02-22,2,268532.584153766,0,5,490916.7077194942,360493.8728236248,29.0
2020-02-22,1,119035.85883719544,0,5,89409.63689625952,43008.43900880419,29.0
2020-02-23,0,6780.0749955051015,0,6,11794.701712919874,35464.08746534417,30.0
2020-02-23,1,47026.77189720645,0,6,28799.51846502957,43008.43900880419,30.0
2020-02-23,2,186510.90531598864,0,6,358955.493257233,360493.8728236248,30.0
2020-02-24,2,154174.21028328358,0,0,295082.5451243246,360493.8728236248,31.0
2020-02-24,1,11400.919886246433,0,0,16154.04908577664,43008.43900880419,31.0
2020-02-24,0,4838.821152042211,0,0,16850.58637028066,35464.08746534417,31.0
2020-02-25,2,204629.32693752288,0,1,331418.13100082695,360493.8728236248,0.0
2020-02-25,1,35412.9205217109,0,1,23589.924067407195,43008.43900880419,0.0
2020-02-25,0,24534.19606589968,0,1,22820.807365978875,35464.08746534417,0.0
2020-02-26,1,21638.458114488483,0,2,27052.120254278074,43008.43900880419,1.0
2020-02-26,0,43062.63713200301,0,2,30405.31034686852,35464.08746534417,1.0
2020-02-26,2,225810.7085374324,0,2,376549.3133768634,360493.8728236248,1.0
2020-02-27,2,237516.8253723988,0,3,403162.1918910766,360493.8728236248,2.0
2020-02-27,0,23826.711565769987,0,3,32497.367594018746,35464.08746534417,2.0
2020-02-27,1,20038.92098071394,0,3,28148.00134247467,43008.43900880419,2.0
2020-02-28,0,104987.30427159843,0,4,75190.7202658745,35464.08746534417,3.0
2020-02-28,1,73022.65117483774,0,4,67208.31615468785,43008.43900880419,3.0
2020-02-28,2,348472.3168564891,0,4,577497.5544406803,360493.8728236248,3.0
2020-02-29,1,123104.12262152629,0,5,89409.63689625952,43008.43900880419,4.0
2020-02-29,2,315112.2007369277,0,5,490916.7077194942,360493.8728236248,4.0
2020-02-29,0,100627.85204793968,0,5,72165.58014312199,35464.08746534417,4.0
2020-03-01,0,14178.672238322655,0,6,11794.701712919874,33846.02191819284,5.0
2020-03-01,2,196005.2827542449,0,6,358955.493257233,468810.6051906336,5.0
2020-03-01,1,53947.4868084727,0,6,28799.51846502957,39966.49806474505,5.0
2020-03-02,0,10541.155627686156,0,0,16850.58637028066,33846.02191819284,6.0
2020-03-02,1,22932.49999040492,0,0,16154.04908577664,39966.49806474505,6.0
2020-03-02,2,137455.2213412263,0,0,295082.5451243246,468810.6051906336,6.0
2020-03-03,0,18498.97926613584,0,1,22820.807365978875,33846.02191819284,7.0
2020-03-03,2,163397.48183062614,0,1,331418.13100082695,468810.6051906336,7.0
2020-03-03,1,13370.138518801705,0,1,23589.924067407195,39966.49806474505,7.0
2020-03-04,1,23347.14224258925,0,2,27052.120254278074,39966.49806474505,8.0
2020-03-04,0,34363.9848668578,0,2,30405.31034686852,33846.02191819284,8.0
2020-03-04,2,182185.2361789565,0,2,376549.3133768634,468810.6051906336,8.0
2020-03-05,0,36902.765282704575,0,3,32497.367594018746,33846.02191819284,9.0
2020-03-05,2,199444.7290322727,0,3,403162.1918910766,468810.6051906336,9.0
2020-03-05,1,20903.851300512,0,3,28148.00134247467,39966.49806474505,9.0
2020-03-06,0,94636.89227655312,0,4,75190.7202658745,33846.02191819284,10.0
2020-03-06,2,404316.51707078255,0,4,577497.5544406803,468810.6051906336,10.0
2020-03-06,1,67192.72083093054,0,4,67208.31615468785,39966.49806474505,10.0
2020-03-07,0,88543.77924944318,0,5,72165.58014312199,33846.02191819284,11.0
2020-03-07,2,362268.3482167917,0,5,490916.7077194942,468810.6051906336,11.0
2020-03-07,1,104508.40755935467,0,5,89409.63689625952,39966.49806474505,11.0
2020-03-08,2,260123.54858056232,0,6,358955.493257233,468810.6051906336,12.0
2020-03-08,0,20925.631865380423,0,6,11794.701712919874,33846.02191819284,12.0
2020-03-08,1,57019.21881605372,0,6,28799.51846502957,39966.49806474505,12.0
2020-03-09,2,184776.8791956011,0,0,295082.5451243246,468810.6051906336,13.0
2020-03-09,1,11431.992183803575,0,0,16154.04908577664,39966.49806474505,13.0
2020-03-09,0,12039.524378786668,0,0,16850.58637028066,33846.02191819284,13.0
2020-03-10,1,10483.5448641825,0,1,23589.924067407195,39966.49806474505,14.0
2020-03-10,0,12915.46375848622,0,1,22820.807365978875,33846.02191819284,14.0
2020-03-10,2,196497.6737477824,0,1,331418.13100082695,468810.6051906336,14.0
2020-03-11,2,208910.08340987892,0,2,376549.3133768634,468810.6051906336,15.0
2020-03-11,0,19175.0798910794,0,2,30405.31034686852,33846.02191819284,15.0
2020-03-11,1,41654.94874779761,0,2,27052.120254278074,39966.49806474505,15.0
2020-03-12,2,202889.34806118457,0,3,403162.1918910766,468810.6051906336,16.0
2020-03-12,0,27862.28389694618,0,3,32497.367594018746,33846.02191819284,16.0
2020-03-12,1,20878.66726831403,0,3,28148.00134247467,39966.49806474505,16.0
2020-03-13,1,26608.01795288595,0,4,67208.31615468785,39966.49806474505,17.0
2020-03-13,2,326450.27020430483,0,4,577497.5544406803,468810.6051906336,17.0
2020-03-13,0,45169.946028370825,0,4,75190.7202658745,33846.02191819284,17.0
2020-03-14,0,52973.19972424134,0,5,72165.58014312199,33846.02191819284,18.0
2020-03-14,2,292462.37112044083,0,5,490916.7077194942,468810.6051906336,18.0
2020-03-14,1,47985.476606162505,0,5,89409.63689625952,39966.49806474505,18.0
2020-03-15,0,11468.92781876459,0,6,11794.701712919874,33846.02191819284,19.0
2020-03-15,1,15162.485058021455,0,6,28799.51846502957,39966.49806474505,19.0
2020-03-15,2,192216.75111367533,0,6,358955.493257233,468810.6051906336,19.0
2020-03-16,0,6262.1298442645375,0,0,16850.58637028066,33846.02191819284,20.0
2020-03-16,2,159283.0403115345,0,0,295082.5451243246,468810.6051906336,20.0
2020-03-16,1,4433.23353421514,0,0,16154.04908577664,39966.49806474505,20.0
2020-03-17,2,177673.9162282944,0,1,331418.13100082695,468810.6051906336,21.0
2020-03-17,0,18194.778976758127,0,1,22820.807365978875,33846.02191819284,21.0
2020-03-17,1,4503.477464311263,0,1,23589.924067407195,39966.49806474505,21.0
2020-03-18,0,18749.637557946204,0,2,30405.31034686852,33846.02191819284,22.0
2020-03-18,2,219065.13491268744,0,2,376549.3133768634,468810.6051906336,22.0
2020-03-18,1,3493.2154800810144,0,2,27052.120254278074,39966.49806474505,22.0
2020-03-19,1,3709.0345324150526,0,3,28148.00134247467,39966.49806474505,23.0
2020-03-19,0,18566.55313471223,0,3,32497.367594018746,33846.02191819284,23.0
2020-03-19,2,234208.58241570208,0,3,403162.1918910766,468810.6051906336,23.0
2020-03-20,2,368813.087524067,0,4,577497.5544406803,468810.6051906336,24.0
2020-03-20,0,37768.941240469096,0,4,75190.7202658745,33846.02191819284,24.0
2020-03-20,1,14551.58980284286,0,4,67208.31615468785,39966.49806474505,24.0
2020-03-21,0,39951.616708226335,0,5,72165.58014312199,33846.02191819284,25.0
2020-03-21,1,29220.04185972656,0,5,89409.63689625952,39966.49806474505,25.0
2020-03-21,2,337864.99156333966,0,5,490916.7077194942,468810.6051906336,25.0
2020-03-22,2,213830.79681492952,0,6,358955.493257233,468810.6051906336,26.0
2020-03-22,1,8851.341573634418,0,6,28799.51846502957,39966.49806474505,26.0
2020-03-22,0,7063.297585916422,0,6,11794.701712919874,33846.02191819284,26.0
2020-03-23,2,164607.10692739714,0,0,295082.5451243246,468810.6051906336,27.0
2020-03-23,0,4270.99993120306,0,0,16850.58637028066,33846.02191819284,27.0
2020-03-23,1,3999.1527633917126,0,0,16154.04908577664,39966.49806474505,27.0
2020-03-24,0,6753.3317110862135,0,1,22820.807365978875,33846.02191819284,28.0
2020-03-24,1,2198.6872102888046,0,1,23589.924067407195,39966.49806474505,28.0
2020-03-24,2,208123.89374209172,0,1,331418.13100082695,468810.6051906336,28.0
2020-03-25,0,19032.84609560121,0,2,30405.31034686852,33846.02191819284,0.0
2020-03-25,1,9904.283443178125,0,2,27052.120254278074,39966.49806474505,0.0
2020-03-25,2,261371.96011444944,0,2,376549.3133768634,468810.6051906336,0.0
2020-03-26,2,267908.518114872,0,3,403162.1918910766,468810.6051906336,1.0
2020-03-26,0,32107.05231440008,0,3,32497.367594018746,33846.02191819284,1.0
2020-03-26,1,8880.446656852018,0,3,28148.00134247467,39966.49806474505,1.0
2020-03-27,1,27903.204402747186,0,4,67208.31615468785,39966.49806474505,2.0
2020-03-27,0,36957.39676191731,0,4,75190.7202658745,33846.02191819284,2.0
2020-03-27,2,393998.6454570154,0,4,577497.5544406803,468810.6051906336,2.0
2020-03-28,0,46972.81926120649,0,5,72165.58014312199,33846.02191819284,3.0
2020-03-28,1,24237.001716046227,0,5,89409.63689625952,39966.49806474505,3.0
2020-03-28,2,347941.69551830646,0,5,490916.7077194942,468810.6051906336,3.0
2020-03-29,2,218566.27764455168,0,6,358955.493257233,468810.6051906336,4.0
2020-03-29,1,8441.752110649377,0,6,28799.51846502957,39966.49806474505,4.0
2020-03-29,0,7425.185245043475,0,6,11794.701712919874,33846.02191819284,4.0
2020-03-30,0,9066.855112982714,0,0,16850.58637028066,33846.02191819284,5.0
2020-03-30,1,3765.444478583216,0,0,16154.04908577664,39966.49806474505,5.0
2020-03-30,2,169715.2203575096,0,0,295082.5451243246,468810.6051906336,5.0
2020-03-31,1,6503.277480156344,0,1,23589.924067407195,39966.49806474505,6.0
2020-03-31,0,10813.982958844184,0,1,22820.807365978875,33846.02191819284,6.0
2020-03-31,2,220404.78855503525,0,1,331418.13100082695,468810.6051906336,6.0
2020-04-01,1,6921.701037970684,0,2,27052.120254278074,35688.47489435418,7.0
2020-04-01,0,10654.44748832588,0,2,30405.31034686852,30679.254021072193,7.0
2020-04-01,2,256131.37092023453,0,2,376549.3133768634,496559.85917567345,7.0
2020-04-02,0,14854.493288985088,0,3,32497.367594018746,30679.254021072193,8.0
2020-04-02,2,234853.9930789841,0,3,403162.1918910766,496559.85917567345,8.0
2020-04-02,1,7487.174278502644,0,3,28148.00134247467,35688.47489435418,8.0
2020-04-03,0,31884.64128268236,0,4,75190.7202658745,30679.254021072193,9.0
2020-04-03,2,401020.4434667287,0,4,577497.5544406803,496559.85917567345,9.0
2020-04-03,1,17290.849752654223,0,4,67208.31615468785,35688.47489435418,9.0
2020-04-04,0,28129.281262980723,0,5,72165.58014312199,30679.254021072193,10.0
2020-04-04,2,328963.62605166243,0,5,490916.7077194942,496559.85917567345,10.0
2020-04-04,1,30294.633224310423,0,5,89409.63689625952,35688.47489435418,10.0
2020-04-05,2,224652.11938286285,0,6,358955.493257233,496559.85917567345,11.0
2020-04-05,0,7848.442059075459,0,6,11794.701712919874,30679.254021072193,11.0
2020-04-05,1,7930.991208165358,0,6,28799.51846502957,35688.47489435418,11.0
2020-04-06,1,4906.803874388662,0,0,16154.04908577664,35688.47489435418,12.0
2020-04-06,2,205438.9118536109,0,0,295082.5451243246,496559.85917567345,12.0
2020-04-06,0,9344.925217158494,0,0,16850.58637028066,30679.254021072193,12.0
2020-04-07,1,8809.467868647025,0,1,23589.924067407195,35688.47489435418,13.0
2020-04-07,0,8801.343673184067,0,1,22820.807365978875,30679.254021072193,13.0
2020-04-07,2,248922.922811535,0,1,331418.13100082695,496559.85917567345,13.0
2020-04-08,2,254079.15084946004,0,2,376549.3133768634,496559.85917567345,14.0
2020-04-08,1,9802.468517198526,0,2,27052.120254278074,35688.47489435418,14.0
2020-04-08,0,19610.996751601404,0,2,30405.31034686852,30679.254021072193,14.0
2020-04-09,0,23942.185972796942,0,3,32497.367594018746,30679.254021072193,15.0
2020-04-09,2,323479.42898857594,0,3,403162.1918910766,496559.85917567345,15.0
2020-04-09,1,12153.920761271316,0,3,28148.00134247467,35688.47489435418,15.0
2020-04-10,0,16080.8944448637,1,4,75190.7202658745,30679.254021072193,16.0
2020-04-10,2,206835.4075052764,1,4,577497.5544406803,496559.85917567345,16.0
2020-04-10,1,14807.78070223227,1,4,67208.31615468785,35688.47489435418,16.0
2020-04-11,0,10745.412308367802,0,5,72165.58014312199,30679.254021072193,17.0
2020-04-11,2,170593.3810682867,0,5,490916.7077194942,496559.85917567345,17.0
2020-04-11,1,8101.131116755778,0,5,89409.63689625952,35688.47489435418,17.0
2020-04-12,0,-1.0,1,6,11794.701712919874,30679.254021072193,18.0
2020-04-12,2,200960.63707295808,1,6,358955.493257233,496559.85917567345,18.0
2020-04-12,1,8340.201992425445,1,6,28799.51846502957,35688.47489435418,18.0
2020-04-13,1,7138.980703456288,1,0,16154.04908577664,35688.47489435418,19.0
2020-04-13,0,1140.2936874318823,1,0,16850.58637028066,30679.254021072193,19.0
2020-04-13,2,209368.28392293383,1,0,295082.5451243246,496559.85917567345,19.0
2020-04-14,2,196388.1234813378,0,1,331418.13100082695,496559.85917567345,20.0
2020-04-14,0,6267.167802839072,0,1,22820.807365978875,30679.254021072193,20.0
2020-04-14,1,4808.198487547067,0,1,23589.924067407195,35688.47489435418,20.0
2020-04-15,1,3391.8661244435807,0,2,27052.120254278074,35688.47489435418,21.0
2020-04-15,0,17958.18546591207,0,2,30405.31034686852,30679.254021072193,21.0
2020-04-15,2,215229.4784595247,0,2,376549.3133768634,496559.85917567345,21.0
2020-04-16,1,3566.9613969195702,0,3,28148.00134247467,35688.47489435418,22.0
2020-04-16,2,259313.0667664812,0,3,403162.1918910766,496559.85917567345,22.0
2020-04-16,0,18711.141569656687,0,3,32497.367594018746,30679.254021072193,22.0
2020-04-17,1,11369.75999103388,0,4,67208.31615468785,35688.47489435418,23.0
2020-04-17,0,40951.25798139406,0,4,75190.7202658745,30679.254021072193,23.0
2020-04-17,2,393877.1257181392,0,4,577497.5544406803,496559.85917567345,23.0
2020-04-18,1,16267.366928102798,0,5,89409.63689625952,35688.47489435418,24.0
2020-04-18,2,277399.47346472094,0,5,490916.7077194942,496559.85917567345,24.0
2020-04-18,0,26061.7898283906,0,5,72165.58014312199,30679.254021072193,24.0
2020-04-19,1,8974.109725457203,0,6,28799.51846502957,35688.47489435418,25.0
2020-04-19,0,3796.5698078618,0,6,11794.701712919874,30679.254021072193,25.0
2020-04-19,2,204709.68788094728,0,6,358955.493257233,496559.85917567345,25.0
2020-04-20,1,3590.704788924412,0,0,16154.04908577664,35688.47489435418,26.0
2020-04-20,2,188142.98106239372,0,0,295082.5451243246,496559.85917567345,26.0
2020-04-20,0,11303.563654288477,0,0,16850.58637028066,30679.254021072193,26.0
2020-04-21,1,1373.3028817875193,0,1,23589.924067407195,35688.47489435418,27.0
2020-04-21,2,203632.0523835279,0,1,331418.13100082695,496559.85917567345,27.0
2020-04-21,0,12983.032622199386,0,1,22820.807365978875,30679.254021072193,27.0
2020-04-22,0,19677.21153327382,0,2,30405.31034686852,30679.254021072193,28.0
2020-04-22,1,2453.212507313383,0,2,27052.120254278074,35688.47489435418,28.0
